
="",="(0.042)",="(0.023)",="(0.068)",="(23665.2)",="(0.13)",="(0.055)",="(0.22)",="(53447.7)",="(0.18)",="(0.086)",="(0.24)",="(34812.9)",="(0.23)",="(0.12)",="(0.26)",="(13605.0)"

="mujer",="-0.021",="-0.0097",="0.019",="6387.5",="-0.054",="0.011",="-0.15*",="-41788.6**",="-0.011",="0.016",="0.034",="7851.5",="0.011",="0.027",="0.13",="24548.8**"
="",="(0.018)",="(0.0094)",="(0.030)",="(14628.7)",="(0.053)",="(0.022)",="(0.088)",="(20977.8)",="(0.059)",="(0.031)",="(0.10)",="(13595.1)",="(0.084)",="(0.034)",="(0.10)",="(10887.4)"

="salario_diario",="-0.000033*",="0.000015",="0.000061",="123.8",="-0.000013",="-0.000023",="-0.00042**",="-55.1",="0.00015",="-0.00010",="-0.000019",="23.0",="-0.000052",="-0.000021",="-0.000025",="77.8*"
="",="(0.000019)",="(0.0000094)",="(0.000063)",="(106.8)",="(0.000089)",="(0.000042)",="(0.00018)",="(57.8)",="(0.00015)",="(0.000096)",="(0.00022)",="(48.2)",="(0.00018)",="(0.000059)",="(0.00024)",="(46.7)"

="_cons",="0.018*",="-0.0011",="-0.027",="-42686.3",="0.20***",="-0.051",="0.81***",="37883.3",="0.18**",="-0.029",="0.42**",="-22394.7",="0.25**",="-0.061",="0.22",="-35083.0**"
="",="(0.010)",="(0.0051)",="(0.027)",="(39736.1)",="(0.063)",="(0.032)",="(0.14)",="(25978.6)",="(0.071)",="(0.043)",="(0.17)",="(23922.4)",="(0.10)",="(0.042)",="(0.16)",="(17496.9)"

="N",="948",="948",="440",="440",="304",="304",="122",="122",="212",="212",="103",="103",="140",="140",="94",="94"
="R-sq",="0.053",="0.039",="0.077",="0.114",="0.024",="0.008",="0.111",="0.064",="0.030",="0.020",="0.022",="0.072",="0.006",="0.036",="0.112",="0.177"
="BVC",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T2=T3",="0.052",="0.22",="0.19",="0.35",="0.12",="0.83",="0.82",="0.40",="0.24",="0.71",="0.77",="0.15",="0.82",="0.37",="0.023",="0.26"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
